Feature,RBP-IS-KD-Target,Position,cell_line,index,dPSI,CTRL_SHAP,FDR
DDX43_1_binding,DDX43,1,K562,chr1_+_29053103_29053312_29060421_29060484_29064981_29065158_ENCSR031RRO_CTRL-1,0.011,-0.20213497,1.0
DDX43_1_binding,DDX43,1,K562,chr6_-_85678032_85677953_85677875_85677794_85677492_85677328_ENCSR031RRO_CTRL-1,0.001,-0.06905493,1.0
DDX43_1_binding,DDX43,1,K562,chr3_+_9813247_9813345_9816073_9816202_9826996_9827072_ENCSR031RRO_CTRL-1,0.029,-0.10688512,0.5799636767578502
DDX43_1_binding,DDX43,1,K562,chr1_+_168004532_168004793_168019544_168019667_168022987_168024050_ENCSR031RRO_CTRL-1,0.04,-0.19442196,1.0
DDX43_1_binding,DDX43,1,K562,chr6_+_135189790_135189883_135190126_135190347_135192323_135192558_ENCSR031RRO_CTRL-1,0.0,-0.10726379,1.0
DDX43_1_binding,DDX43,1,K562,chr14_+_69768603_69768674_69768797_69770540_69770994_69771105_ENCSR032YMP_CTRL-1,0.001,-0.12617573,1.0
DDX43_1_binding,DDX43,1,K562,chr11_+_47284940_47285065_47285450_47285590_47289390_47289493_ENCSR031RRO_CTRL-1,-0.002,-0.07356392,1.0
DDX43_1_binding,DDX43,1,K562,chr21_-_31706357_31706273_31705467_31705422_31703926_31703764_ENCSR031RRO_CTRL-1,-0.009,-0.06912717,1.0
DDX43_1_binding,DDX43,1,K562,chr11_-_59594255_59594009_59581554_59581450_59580269_59580173_ENCSR129RWD_CTRL-1,0.002,-0.12714638,1.0
DDX43_1_binding,DDX43,1,K562,chr22_+_40349831_40350035_40353072_40353117_40354247_40354327_ENCSR031RRO_CTRL-1,0.009,-0.079390965,0.771939165462317
DDX43_1_binding,DDX43,1,K562,chr6_+_158580939_158580995_158583953_158584044_158585303_158585425_ENCSR031RRO_CTRL-1,0.014,-0.07687783,1.0
DDX43_1_binding,DDX43,1,K562,chr1_+_1520140_1520306_1520547_1520617_1523510_1523567_ENCSR031RRO_CTRL-1,-0.004,-0.07996478,1.0
DDX43_1_binding,DDX43,1,K562,chr11_+_59773210_59773294_59788872_59788947_59790518_59790586_ENCSR031RRO_CTRL-1,-0.017,-0.062322933,0.9407741654820285
DDX43_1_binding,DDX43,1,K562,chr22_+_30889176_30889234_30889489_30889636_30890727_30890973_ENCSR031RRO_CTRL-1,0.014,-0.13485917,0.21348981232648567
DDX43_1_binding,DDX43,1,K562,chr17_-_74864345_74864147_74864067_74863895_74863246_74863075_ENCSR031RRO_CTRL-1,0.011,-0.03901922,1.0
DDX43_1_binding,DDX43,1,K562,chr7_-_128333362_128333289_128330928_128330818_128325891_128325817_ENCSR129RWD_CTRL-1,-0.004,-0.10432754,1.0
DDX43_1_binding,DDX43,1,K562,chr19_-_48140143_48139970_48137688_48137521_48137084_48137007_ENCSR031RRO_CTRL-1,0.059,-0.080794975,0.2777263391054085
DDX43_1_binding,DDX43,1,K562,chr7_-_130663038_130662966_130652948_130652868_130617065_130616989_ENCSR031RRO_CTRL-1,0.001,-0.07966642,1.0
DDX43_1_binding,DDX43,1,K562,chr17_-_36513457_36513428_36510917_36510745_36509135_36509061_ENCSR031RRO_CTRL-1,-0.001,-0.106403485,1.0
DDX43_1_binding,DDX43,1,K562,chr16_+_23562624_23562730_23566986_23567069_23570479_23570575_ENCSR031RRO_CTRL-1,0.019,-0.07855816,0.9575798178048711
DDX43_1_binding,DDX43,1,K562,chr1_+_70228421_70228555_70231094_70231203_70231858_70231975_ENCSR031RRO_CTRL-1,0.244,-0.16934314,0.00025593196393191263
