Cell Line	Column	Column Type	Sorted RBP Pair	RBP 1	Position 1	RBP 2	Position 2	# UBPs - Signed-Local-SHAP-Mean-Bound-Only	Value - Signed-Local-SHAP-Mean-Bound-Only	PPI	Abs. SHAP Value	RBP_PAIR
K562	EIF4G2_3-IGF2BP1_3-interaction-shap	interaction	EIF4G2-IGF2BP1	EIF4G2	3	IGF2BP1	3	44	-1.8087801933288574	false	1.8087801933288574	EIF4G2-IGF2BP1
K562	IGF2BP1_4-PUM2_4-interaction-shap	interaction	IGF2BP1-PUM2	IGF2BP1	4	PUM2	4	23	-1.759062647819519	false	1.759062647819519	IGF2BP1-PUM2
K562	RBM22_4-DDX55_6-interaction-shap	interaction	DDX55-RBM22	RBM22	4	DDX55	6	8	-1.5718275308609009	false	1.5718275308609009	DDX55-RBM22
K562	LIN28B_3-HNRNPL_6-interaction-shap	interaction	HNRNPL-LIN28B	LIN28B	3	HNRNPL	6	7	-1.5689318180084229	false	1.5689318180084229	HNRNPL-LIN28B
K562	HLTF_2-PRPF8_4-interaction-shap	interaction	HLTF-PRPF8	HLTF	2	PRPF8	4	12	-1.4142358303070068	false	1.4142358303070068	HLTF-PRPF8
K562	UCHL5_3-FUS_4-interaction-shap	interaction	FUS-UCHL5	UCHL5	3	FUS	4	13	-1.3717466592788696	false	1.3717466592788696	FUS-UCHL5
K562	MATR3_2-PUM2_3-interaction-shap	interaction	MATR3-PUM2	MATR3	2	PUM2	3	2	-1.257232904434204	false	1.257232904434204	MATR3-PUM2
K562	RPS3_3-PUM2_4-interaction-shap	interaction	PUM2-RPS3	RPS3	3	PUM2	4	73	-1.1889582872390747	false	1.1889582872390747	PUM2-RPS3
K562	PTBP1_3-DDX24_4-interaction-shap	interaction	DDX24-PTBP1	PTBP1	3	DDX24	4	15	-1.1300615072250366	false	1.1300615072250366	DDX24-PTBP1
K562	IGF2BP1_2-GPKOW_4-interaction-shap	interaction	GPKOW-IGF2BP1	IGF2BP1	2	GPKOW	4	14	-1.0937987565994263	false	1.0937987565994263	GPKOW-IGF2BP1
K562	HNRNPK_4-DDX3X_5-interaction-shap	interaction	DDX3X-HNRNPK	HNRNPK	4	DDX3X	5	4	1.09035325050354	false	1.09035325050354	DDX3X-HNRNPK
K562	PTBP1_3-ZNF622_6-interaction-shap	interaction	PTBP1-ZNF622	PTBP1	3	ZNF622	6	44	1.077681541442871	false	1.077681541442871	PTBP1-ZNF622
K562	DDX3X_4-PUM2_4-interaction-shap	interaction	DDX3X-PUM2	DDX3X	4	PUM2	4	4	-1.0655136108398438	false	1.0655136108398438	DDX3X-PUM2
K562	EIF4G2_3-SND1_3-interaction-shap	interaction	EIF4G2-SND1	EIF4G2	3	SND1	3	13	-1.0426234006881714	false	1.0426234006881714	EIF4G2-SND1
K562	DDX3X_4-RBM22_4-interaction-shap	interaction	DDX3X-RBM22	DDX3X	4	RBM22	4	75	-1.0184897184371948	false	1.0184897184371948	DDX3X-RBM22
K562	EIF4E_5-DDX3X_6-interaction-shap	interaction	DDX3X-EIF4E	EIF4E	5	DDX3X	6	29	1.0131793022155762	false	1.0131793022155762	DDX3X-EIF4E
K562	PUM2_4-ELAVL1_6-interaction-shap	interaction	ELAVL1-PUM2	PUM2	4	ELAVL1	6	6	-0.9689986109733582	false	0.9689986109733582	ELAVL1-PUM2
K562	HNRNPK_4-LIN28B_4-interaction-shap	interaction	HNRNPK-LIN28B	HNRNPK	4	LIN28B	4	5	-0.9591774344444275	false	0.9591774344444275	HNRNPK-LIN28B
K562	DDX3X_5-ELAC2_6-interaction-shap	interaction	DDX3X-ELAC2	DDX3X	5	ELAC2	6	11	0.927619218826294	false	0.927619218826294	DDX3X-ELAC2
K562	IGF2BP1_4-MBNL1_6-interaction-shap	interaction	IGF2BP1-MBNL1	IGF2BP1	4	MBNL1	6	11	-0.8872398138046265	false	0.8872398138046265	IGF2BP1-MBNL1
K562	AQR_4-HNRNPL_4-interaction-shap	interaction	AQR-HNRNPL	AQR	4	HNRNPL	4	39	0.8753952383995056	false	0.8753952383995056	AQR-HNRNPL
K562	TAF15_2-DDX43_3-interaction-shap	interaction	DDX43-TAF15	TAF15	2	DDX43	3	2	-0.8718559741973877	false	0.8718559741973877	DDX43-TAF15
K562	EIF4G2_1-ZNF622_3-interaction-shap	interaction	EIF4G2-ZNF622	EIF4G2	1	ZNF622	3	8	-0.8281999826431274	false	0.8281999826431274	EIF4G2-ZNF622
K562	KHDRBS1_2-PRPF8_6-interaction-shap	interaction	KHDRBS1-PRPF8	KHDRBS1	2	PRPF8	6	1	0.8166853189468384	false	0.8166853189468384	KHDRBS1-PRPF8
K562	KHDRBS1_2-PTBP1_3-interaction-shap	interaction	KHDRBS1-PTBP1	KHDRBS1	2	PTBP1	3	1	0.8045967817306519	false	0.8045967817306519	KHDRBS1-PTBP1
K562	PRPF8_5-PCBP1_6-interaction-shap	interaction	PCBP1-PRPF8	PRPF8	5	PCBP1	6	19	-0.8000242710113525	false	0.8000242710113525	PCBP1-PRPF8
K562	BUD13_1-FAM120A_1-interaction-shap	interaction	BUD13-FAM120A	BUD13	1	FAM120A	1	26	-0.7931249141693115	false	0.7931249141693115	BUD13-FAM120A
K562	DDX3X_3-IGF2BP2_4-interaction-shap	interaction	DDX3X-IGF2BP2	DDX3X	3	IGF2BP2	4	96	-0.7898148894309998	false	0.7898148894309998	DDX3X-IGF2BP2
K562	UPF1_2-LIN28B_3-interaction-shap	interaction	LIN28B-UPF1	UPF1	2	LIN28B	3	12	-0.7883740663528442	false	0.7883740663528442	LIN28B-UPF1
K562	BUD13_3-AATF_4-interaction-shap	interaction	AATF-BUD13	BUD13	3	AATF	4	135	-0.7847649455070496	false	0.7847649455070496	AATF-BUD13
K562	QKI_2-IGF2BP2_3-interaction-shap	interaction	IGF2BP2-QKI	QKI	2	IGF2BP2	3	7	-0.7713475823402405	false	0.7713475823402405	IGF2BP2-QKI
K562	DDX3X_3-GPKOW_4-interaction-shap	interaction	DDX3X-GPKOW	DDX3X	3	GPKOW	4	16	-0.7700046896934509	false	0.7700046896934509	DDX3X-GPKOW
K562	GRWD1_4-U2AF2_6-interaction-shap	interaction	GRWD1-U2AF2	GRWD1	4	U2AF2	6	54	-0.7656599879264832	false	0.7656599879264832	GRWD1-U2AF2
K562	AGGF1_3-BUD13_3-interaction-shap	interaction	AGGF1-BUD13	AGGF1	3	BUD13	3	51	-0.728065550327301	false	0.728065550327301	AGGF1-BUD13
K562	PUM2_1-SF3B4_3-interaction-shap	interaction	PUM2-SF3B4	PUM2	1	SF3B4	3	73	-0.7137000560760498	false	0.7137000560760498	PUM2-SF3B4
K562	DDX3X_5-KHSRP_5-interaction-shap	interaction	DDX3X-KHSRP	DDX3X	5	KHSRP	5	73	0.7124421000480652	false	0.7124421000480652	DDX3X-KHSRP
K562	TAF15_2-AQR_5-interaction-shap	interaction	AQR-TAF15	TAF15	2	AQR	5	6	0.7094877362251282	false	0.7094877362251282	AQR-TAF15
K562	PABPC4_1-IGF2BP1_4-interaction-shap	interaction	IGF2BP1-PABPC4	PABPC4	1	IGF2BP1	4	79	-0.7018202543258667	false	0.7018202543258667	IGF2BP1-PABPC4
K562	ELAC2_3-IGF2BP1_3-interaction-shap	interaction	ELAC2-IGF2BP1	ELAC2	3	IGF2BP1	3	62	-0.6986177563667297	false	0.6986177563667297	ELAC2-IGF2BP1
K562	GRWD1_4-PTBP1_4-interaction-shap	interaction	GRWD1-PTBP1	GRWD1	4	PTBP1	4	73	-0.6977947354316711	false	0.6977947354316711	GRWD1-PTBP1
K562	PRPF8_1-NONO_4-interaction-shap	interaction	NONO-PRPF8	PRPF8	1	NONO	4	14	0.686508059501648	false	0.686508059501648	NONO-PRPF8
K562	DDX3X_6-DDX55_6-interaction-shap	interaction	DDX3X-DDX55	DDX3X	6	DDX55	6	25	0.6837271451950073	false	0.6837271451950073	DDX3X-DDX55
K562	GRWD1_4-LIN28B_4-interaction-shap	interaction	GRWD1-LIN28B	GRWD1	4	LIN28B	4	493	-0.6752705574035645	false	0.6752705574035645	GRWD1-LIN28B
K562	GPKOW_4-XRN2_4-interaction-shap	interaction	GPKOW-XRN2	GPKOW	4	XRN2	4	29	-0.6716223955154419	false	0.6716223955154419	GPKOW-XRN2
K562	SF3B4_1-ADAT1_6-interaction-shap	interaction	ADAT1-SF3B4	SF3B4	1	ADAT1	6	59	-0.6642054319381714	false	0.6642054319381714	ADAT1-SF3B4
K562	DDX24_3-SRSF1_4-interaction-shap	interaction	DDX24-SRSF1	DDX24	3	SRSF1	4	402	-0.6629360914230347	false	0.6629360914230347	DDX24-SRSF1
K562	PTBP1_1-TARDBP_1-interaction-shap	interaction	PTBP1-TARDBP	PTBP1	1	TARDBP	1	6	-0.657191812992096	false	0.657191812992096	PTBP1-TARDBP
K562	DDX3X_2-HNRNPL_3-interaction-shap	interaction	DDX3X-HNRNPL	DDX3X	2	HNRNPL	3	2	-0.635697603225708	false	0.635697603225708	DDX3X-HNRNPL
K562	EXOSC5_4-DDX3X_5-interaction-shap	interaction	DDX3X-EXOSC5	EXOSC5	4	DDX3X	5	3	0.6316428184509277	false	0.6316428184509277	DDX3X-EXOSC5
K562	HNRNPL_6-SND1_6-interaction-shap	interaction	HNRNPL-SND1	HNRNPL	6	SND1	6	1	-0.6314080357551575	false	0.6314080357551575	HNRNPL-SND1
K562	PUM2_3-RBM15_5-interaction-shap	interaction	PUM2-RBM15	PUM2	3	RBM15	5	7	-0.6267610788345337	false	0.6267610788345337	PUM2-RBM15
K562	LIN28B_3-AGGF1_4-interaction-shap	interaction	AGGF1-LIN28B	LIN28B	3	AGGF1	4	34	-0.6255055665969849	false	0.6255055665969849	AGGF1-LIN28B
K562	SF3B4_3-MBNL1_6-interaction-shap	interaction	MBNL1-SF3B4	SF3B4	3	MBNL1	6	84	-0.6098420023918152	false	0.6098420023918152	MBNL1-SF3B4
K562	PUM2_4-EFTUD2_5-interaction-shap	interaction	EFTUD2-PUM2	PUM2	4	EFTUD2	5	28	-0.6048811078071594	false	0.6048811078071594	EFTUD2-PUM2
K562	DDX55_2-RPS3_4-interaction-shap	interaction	DDX55-RPS3	DDX55	2	RPS3	4	33	-0.5970052480697632	false	0.5970052480697632	DDX55-RPS3
K562	DDX3X_6-LIN28B_6-interaction-shap	interaction	DDX3X-LIN28B	DDX3X	6	LIN28B	6	5	0.5914899706840515	false	0.5914899706840515	DDX3X-LIN28B
K562	AQR_3-GPKOW_3-interaction-shap	interaction	AQR-GPKOW	AQR	3	GPKOW	3	931	-0.5875576138496399	true	0.5875576138496399	AQR-GPKOW
K562	ELAVL1_3-RBM22_4-interaction-shap	interaction	ELAVL1-RBM22	ELAVL1	3	RBM22	4	61	0.5786713361740112	false	0.5786713361740112	ELAVL1-RBM22
K562	BUD13_3-FUS_3-interaction-shap	interaction	BUD13-FUS	BUD13	3	FUS	3	86	-0.5770372152328491	false	0.5770372152328491	BUD13-FUS
K562	NOLC1_3-SF3B4_3-interaction-shap	interaction	NOLC1-SF3B4	NOLC1	3	SF3B4	3	66	-0.5755466222763062	false	0.5755466222763062	NOLC1-SF3B4
K562	SF3B4_3-CPEB4_6-interaction-shap	interaction	CPEB4-SF3B4	SF3B4	3	CPEB4	6	22	-0.572352945804596	false	0.572352945804596	CPEB4-SF3B4
K562	METAP2_2-PTBP1_3-interaction-shap	interaction	METAP2-PTBP1	METAP2	2	PTBP1	3	19	-0.5704346299171448	false	0.5704346299171448	METAP2-PTBP1
K562	U2AF2_3-YWHAG_3-interaction-shap	interaction	U2AF2-YWHAG	U2AF2	3	YWHAG	3	2	-0.5693759918212891	false	0.5693759918212891	U2AF2-YWHAG
K562	DDX3X_3-YBX3_3-interaction-shap	interaction	DDX3X-YBX3	DDX3X	3	YBX3	3	820	-0.5689382553100586	false	0.5689382553100586	DDX3X-YBX3
K562	QKI_4-RBFOX2_4-interaction-shap	interaction	QKI-RBFOX2	QKI	4	RBFOX2	4	1	-0.5661147236824036	false	0.5661147236824036	QKI-RBFOX2
K562	SF3B4_3-U2AF1_4-interaction-shap	interaction	SF3B4-U2AF1	SF3B4	3	U2AF1	4	101	-0.5659412741661072	false	0.5659412741661072	SF3B4-U2AF1
K562	TARDBP_2-DDX3X_5-interaction-shap	interaction	DDX3X-TARDBP	TARDBP	2	DDX3X	5	3	0.5653176307678223	false	0.5653176307678223	DDX3X-TARDBP
K562	METAP2_5-DDX3X_6-interaction-shap	interaction	DDX3X-METAP2	METAP2	5	DDX3X	6	32	0.5640416741371155	false	0.5640416741371155	DDX3X-METAP2
K562	PCBP1_2-PUM2_4-interaction-shap	interaction	PCBP1-PUM2	PCBP1	2	PUM2	4	17	-0.5544314384460449	false	0.5544314384460449	PCBP1-PUM2
K562	GPKOW_4-ZC3H11A_6-interaction-shap	interaction	GPKOW-ZC3H11A	GPKOW	4	ZC3H11A	6	15	-0.5464640259742737	false	0.5464640259742737	GPKOW-ZC3H11A
K562	PRPF8_4-HNRNPM_5-interaction-shap	interaction	HNRNPM-PRPF8	PRPF8	4	HNRNPM	5	17	-0.5435979962348938	false	0.5435979962348938	HNRNPM-PRPF8
K562	DDX43_4-U2AF2_6-interaction-shap	interaction	DDX43-U2AF2	DDX43	4	U2AF2	6	88	-0.5348770618438721	false	0.5348770618438721	DDX43-U2AF2
K562	BUD13_2-TARDBP_6-interaction-shap	interaction	BUD13-TARDBP	BUD13	2	TARDBP	6	19	-0.5341703295707703	false	0.5341703295707703	BUD13-TARDBP
K562	KHSRP_3-RBFOX2_3-interaction-shap	interaction	KHSRP-RBFOX2	KHSRP	3	RBFOX2	3	78	-0.5302432775497437	false	0.5302432775497437	KHSRP-RBFOX2
K562	EFTUD2_5-DDX3X_6-interaction-shap	interaction	DDX3X-EFTUD2	EFTUD2	5	DDX3X	6	38	0.5301036834716797	false	0.5301036834716797	DDX3X-EFTUD2
K562	BUD13_3-EWSR1_3-interaction-shap	interaction	BUD13-EWSR1	BUD13	3	EWSR1	3	241	-0.5300430655479431	false	0.5300430655479431	BUD13-EWSR1
K562	ELAVL1_3-IGF2BP1_5-interaction-shap	interaction	ELAVL1-IGF2BP1	ELAVL1	3	IGF2BP1	5	17	-0.5242897868156433	false	0.5242897868156433	ELAVL1-IGF2BP1
K562	SF3B4_4-YBX3_4-interaction-shap	interaction	SF3B4-YBX3	SF3B4	4	YBX3	4	270	-0.5223904252052307	false	0.5223904252052307	SF3B4-YBX3
K562	EIF4E_4-FXR2_4-interaction-shap	interaction	EIF4E-FXR2	EIF4E	4	FXR2	4	12	-0.5213348865509033	false	0.5213348865509033	EIF4E-FXR2
K562	AQR_4-PRPF8_4-interaction-shap	interaction	AQR-PRPF8	AQR	4	PRPF8	4	10112	-0.5113404989242554	false	0.5113404989242554	AQR-PRPF8
K562	GPKOW_3-PRPF8_3-interaction-shap	interaction	GPKOW-PRPF8	GPKOW	3	PRPF8	3	141	-0.5102466344833374	true	0.5102466344833374	GPKOW-PRPF8
K562	NONO_1-TAF15_2-interaction-shap	interaction	NONO-TAF15	NONO	1	TAF15	2	6	0.5093432068824768	false	0.5093432068824768	NONO-TAF15
K562	DDX3X_3-AQR_4-interaction-shap	interaction	AQR-DDX3X	DDX3X	3	AQR	4	1420	-0.5021563768386841	false	0.5021563768386841	AQR-DDX3X
K562	TIA1_2-RBFOX2_5-interaction-shap	interaction	RBFOX2-TIA1	TIA1	2	RBFOX2	5	21	-0.5016770958900452	false	0.5016770958900452	RBFOX2-TIA1
K562	RBM22_4-NONO_5-interaction-shap	interaction	NONO-RBM22	RBM22	4	NONO	5	9	-0.501237154006958	false	0.501237154006958	NONO-RBM22
K562	LIN28B_4-MTPAP_4-interaction-shap	interaction	LIN28B-MTPAP	LIN28B	4	MTPAP	4	49	-0.49883267283439636	false	0.49883267283439636	LIN28B-MTPAP
K562	CSTF2T_1-DROSHA_5-interaction-shap	interaction	CSTF2T-DROSHA	CSTF2T	1	DROSHA	5	73	0.4979642629623413	false	0.4979642629623413	CSTF2T-DROSHA
K562	IGF2BP2_4-YBX3_4-interaction-shap	interaction	IGF2BP2-YBX3	IGF2BP2	4	YBX3	4	375	-0.4966564178466797	false	0.4966564178466797	IGF2BP2-YBX3
K562	SND1_4-IGF2BP2_6-interaction-shap	interaction	IGF2BP2-SND1	SND1	4	IGF2BP2	6	181	-0.4927254915237427	false	0.4927254915237427	IGF2BP2-SND1
K562	ZNF800_3-SRSF1_4-interaction-shap	interaction	SRSF1-ZNF800	ZNF800	3	SRSF1	4	374	-0.49049609899520874	false	0.49049609899520874	SRSF1-ZNF800
K562	UCHL5_3-SRSF1_4-interaction-shap	interaction	SRSF1-UCHL5	UCHL5	3	SRSF1	4	869	-0.48969611525535583	false	0.48969611525535583	SRSF1-UCHL5
K562	HNRNPL_1-YBX3_2-interaction-shap	interaction	HNRNPL-YBX3	HNRNPL	1	YBX3	2	18	-0.489176481962204	false	0.489176481962204	HNRNPL-YBX3
K562	LIN28B_3-YBX3_3-interaction-shap	interaction	LIN28B-YBX3	LIN28B	3	YBX3	3	733	-0.48891815543174744	false	0.48891815543174744	LIN28B-YBX3
K562	DDX43_4-DGCR8_5-interaction-shap	interaction	DDX43-DGCR8	DDX43	4	DGCR8	5	51	-0.48834341764450073	false	0.48834341764450073	DDX43-DGCR8
K562	HNRNPM_4-LIN28B_4-interaction-shap	interaction	HNRNPM-LIN28B	HNRNPM	4	LIN28B	4	36	-0.4868966341018677	false	0.4868966341018677	HNRNPM-LIN28B
K562	DHX30_1-IGF2BP2_2-interaction-shap	interaction	DHX30-IGF2BP2	DHX30	1	IGF2BP2	2	8	-0.48067736625671387	false	0.48067736625671387	DHX30-IGF2BP2
K562	DDX3X_4-PABPC4_4-interaction-shap	interaction	DDX3X-PABPC4	DDX3X	4	PABPC4	4	197	-0.47458407282829285	false	0.47458407282829285	DDX3X-PABPC4
K562	FUS_2-DDX43_3-interaction-shap	interaction	DDX43-FUS	FUS	2	DDX43	3	68	-0.47397753596305847	false	0.47397753596305847	DDX43-FUS
K562	SRSF1_3-UPF1_5-interaction-shap	interaction	SRSF1-UPF1	SRSF1	3	UPF1	5	18	-0.4720790982246399	false	0.4720790982246399	SRSF1-UPF1
K562	LIN28B_4-U2AF1_5-interaction-shap	interaction	LIN28B-U2AF1	LIN28B	4	U2AF1	5	154	-0.4683728814125061	false	0.4683728814125061	LIN28B-U2AF1
K562	AGGF1_2-HNRNPL_3-interaction-shap	interaction	AGGF1-HNRNPL	AGGF1	2	HNRNPL	3	34	0.46416693925857544	false	0.46416693925857544	AGGF1-HNRNPL
K562	BUD13_3-SF3B4_3-interaction-shap	interaction	BUD13-SF3B4	BUD13	3	SF3B4	3	4552	-0.4596882164478302	true	0.4596882164478302	BUD13-SF3B4
K562	TIA1_3-DDX24_4-interaction-shap	interaction	DDX24-TIA1	TIA1	3	DDX24	4	45	-0.458082377910614	false	0.458082377910614	DDX24-TIA1
K562	DDX3X_1-ILF3_3-interaction-shap	interaction	DDX3X-ILF3	DDX3X	1	ILF3	3	16	-0.45595574378967285	false	0.45595574378967285	DDX3X-ILF3
K562	ZC3H11A_5-PRPF8_6-interaction-shap	interaction	PRPF8-ZC3H11A	ZC3H11A	5	PRPF8	6	10	-0.4526989161968231	false	0.4526989161968231	PRPF8-ZC3H11A
K562	PRPF8_2-HNRNPL_3-interaction-shap	interaction	HNRNPL-PRPF8	PRPF8	2	HNRNPL	3	33	-0.45120152831077576	false	0.45120152831077576	HNRNPL-PRPF8
K562	ZNF800_2-PUM2_3-interaction-shap	interaction	PUM2-ZNF800	ZNF800	2	PUM2	3	69	-0.4505142569541931	false	0.4505142569541931	PUM2-ZNF800
K562	AQR_3-PTBP1_3-interaction-shap	interaction	AQR-PTBP1	AQR	3	PTBP1	3	155	0.4498344659805298	false	0.4498344659805298	AQR-PTBP1
K562	DGCR8_3-UCHL5_4-interaction-shap	interaction	DGCR8-UCHL5	DGCR8	3	UCHL5	4	95	-0.4438188374042511	false	0.4438188374042511	DGCR8-UCHL5
K562	DDX24_2-IGF2BP1_4-interaction-shap	interaction	DDX24-IGF2BP1	DDX24	2	IGF2BP1	4	118	-0.4407655894756317	false	0.4407655894756317	DDX24-IGF2BP1
K562	BUD13_4-DDX3X_5-interaction-shap	interaction	BUD13-DDX3X	BUD13	4	DDX3X	5	113	0.4406421482563019	false	0.4406421482563019	BUD13-DDX3X
K562	FUS_2-IGF2BP2_4-interaction-shap	interaction	FUS-IGF2BP2	FUS	2	IGF2BP2	4	54	-0.4377163052558899	true	0.4377163052558899	FUS-IGF2BP2
K562	GPKOW_1-DDX43_4-interaction-shap	interaction	DDX43-GPKOW	GPKOW	1	DDX43	4	165	-0.4368300139904022	false	0.4368300139904022	DDX43-GPKOW
K562	NONO_3-EWSR1_5-interaction-shap	interaction	EWSR1-NONO	NONO	3	EWSR1	5	187	0.4366975426673889	false	0.4366975426673889	EWSR1-NONO
K562	LIN28B_4-QKI_5-interaction-shap	interaction	LIN28B-QKI	LIN28B	4	QKI	5	49	-0.428813099861145	false	0.428813099861145	LIN28B-QKI
K562	SAFB_3-U2AF2_3-interaction-shap	interaction	SAFB-U2AF2	SAFB	3	U2AF2	3	20	0.428535133600235	false	0.428535133600235	SAFB-U2AF2
K562	RBFOX2_2-GRWD1_4-interaction-shap	interaction	GRWD1-RBFOX2	RBFOX2	2	GRWD1	4	40	-0.42440277338027954	false	0.42440277338027954	GRWD1-RBFOX2
K562	IGF2BP1_1-SRSF1_1-interaction-shap	interaction	IGF2BP1-SRSF1	IGF2BP1	1	SRSF1	1	29	-0.42313119769096375	false	0.42313119769096375	IGF2BP1-SRSF1
K562	KHDRBS1_3-U2AF2_3-interaction-shap	interaction	KHDRBS1-U2AF2	KHDRBS1	3	U2AF2	3	2	-0.42173802852630615	false	0.42173802852630615	KHDRBS1-U2AF2
K562	UCHL5_5-DDX3X_6-interaction-shap	interaction	DDX3X-UCHL5	UCHL5	5	DDX3X	6	12	0.4173377752304077	false	0.4173377752304077	DDX3X-UCHL5
K562	LIN28B_4-UCHL5_4-interaction-shap	interaction	LIN28B-UCHL5	LIN28B	4	UCHL5	4	556	-0.4163527488708496	false	0.4163527488708496	LIN28B-UCHL5
K562	AQR_3-TIA1_3-interaction-shap	interaction	AQR-TIA1	AQR	3	TIA1	3	130	-0.4162759780883789	false	0.4162759780883789	AQR-TIA1
K562	IGF2BP1_3-AQR_4-interaction-shap	interaction	AQR-IGF2BP1	IGF2BP1	3	AQR	4	607	-0.41573992371559143	false	0.41573992371559143	AQR-IGF2BP1
K562	ZNF622_1-LIN28B_3-interaction-shap	interaction	LIN28B-ZNF622	ZNF622	1	LIN28B	3	294	-0.414678692817688	false	0.414678692817688	LIN28B-ZNF622
K562	PRPF8_4-DDX3X_5-interaction-shap	interaction	DDX3X-PRPF8	PRPF8	4	DDX3X	5	205	-0.4145839214324951	false	0.4145839214324951	DDX3X-PRPF8
K562	ZNF622_4-IGF2BP1_5-interaction-shap	interaction	IGF2BP1-ZNF622	ZNF622	4	IGF2BP1	5	101	-0.4143560826778412	false	0.4143560826778412	IGF2BP1-ZNF622
K562	DDX24_3-EWSR1_4-interaction-shap	interaction	DDX24-EWSR1	DDX24	3	EWSR1	4	250	-0.41338998079299927	false	0.41338998079299927	DDX24-EWSR1
K562	DDX3X_2-EWSR1_4-interaction-shap	interaction	DDX3X-EWSR1	DDX3X	2	EWSR1	4	251	0.4130578935146332	false	0.4130578935146332	DDX3X-EWSR1
K562	IGF2BP2_1-FAM120A_6-interaction-shap	interaction	FAM120A-IGF2BP2	IGF2BP2	1	FAM120A	6	14	-0.4108559489250183	false	0.4108559489250183	FAM120A-IGF2BP2
K562	DDX24_3-SF3B4_3-interaction-shap	interaction	DDX24-SF3B4	DDX24	3	SF3B4	3	2974	-0.4102274179458618	false	0.4102274179458618	DDX24-SF3B4
K562	DDX6_1-DDX3X_5-interaction-shap	interaction	DDX3X-DDX6	DDX6	1	DDX3X	5	16	0.40889453887939453	false	0.40889453887939453	DDX3X-DDX6
K562	EFTUD2_2-HNRNPL_6-interaction-shap	interaction	EFTUD2-HNRNPL	EFTUD2	2	HNRNPL	6	18	0.4072411358356476	false	0.4072411358356476	EFTUD2-HNRNPL
K562	CSTF2T_2-FXR1_4-interaction-shap	interaction	CSTF2T-FXR1	CSTF2T	2	FXR1	4	41	-0.4071262776851654	false	0.4071262776851654	CSTF2T-FXR1
K562	PUM2_3-AQR_4-interaction-shap	interaction	AQR-PUM2	PUM2	3	AQR	4	173	-0.40663984417915344	false	0.40663984417915344	AQR-PUM2
K562	DDX24_1-LIN28B_3-interaction-shap	interaction	DDX24-LIN28B	DDX24	1	LIN28B	3	179	-0.4052048623561859	false	0.4052048623561859	DDX24-LIN28B
K562	TAF15_2-ADAT1_6-interaction-shap	interaction	ADAT1-TAF15	TAF15	2	ADAT1	6	3	0.4049539268016815	false	0.4049539268016815	ADAT1-TAF15
K562	U2AF2_1-XRN2_1-interaction-shap	interaction	U2AF2-XRN2	U2AF2	1	XRN2	1	15	-0.4048798382282257	false	0.4048798382282257	U2AF2-XRN2
K562	IGF2BP1_3-IGF2BP2_3-interaction-shap	interaction	IGF2BP1-IGF2BP2	IGF2BP1	3	IGF2BP2	3	458	-0.40287160873413086	false	0.40287160873413086	IGF2BP1-IGF2BP2
K562	RBM22_3-GRWD1_4-interaction-shap	interaction	GRWD1-RBM22	RBM22	3	GRWD1	4	35	-0.4022125005722046	false	0.4022125005722046	GRWD1-RBM22
K562	DDX3X_1-PUM1_1-interaction-shap	interaction	DDX3X-PUM1	DDX3X	1	PUM1	1	57	-0.40189287066459656	false	0.40189287066459656	DDX3X-PUM1
K562	SF3B4_3-HNRNPUL1_4-interaction-shap	interaction	HNRNPUL1-SF3B4	SF3B4	3	HNRNPUL1	4	52	-0.40072372555732727	false	0.40072372555732727	HNRNPUL1-SF3B4
K562	IGF2BP1_3-YBX3_4-interaction-shap	interaction	IGF2BP1-YBX3	IGF2BP1	3	YBX3	4	305	-0.39956870675086975	false	0.39956870675086975	IGF2BP1-YBX3
K562	RBM22_3-DDX24_4-interaction-shap	interaction	DDX24-RBM22	RBM22	3	DDX24	4	15	-0.39516979455947876	false	0.39516979455947876	DDX24-RBM22
K562	GRWD1_6-HNRNPL_6-interaction-shap	interaction	GRWD1-HNRNPL	GRWD1	6	HNRNPL	6	16	-0.3887554109096527	false	0.3887554109096527	GRWD1-HNRNPL
K562	RBM22_1-METAP2_3-interaction-shap	interaction	METAP2-RBM22	RBM22	1	METAP2	3	40	-0.38858407735824585	false	0.38858407735824585	METAP2-RBM22
K562	LIN28B_1-NONO_1-interaction-shap	interaction	LIN28B-NONO	LIN28B	1	NONO	1	14	-0.387511670589447	false	0.387511670589447	LIN28B-NONO
K562	PRPF8_5-ZNF800_6-interaction-shap	interaction	PRPF8-ZNF800	PRPF8	5	ZNF800	6	71	-0.3866575062274933	false	0.3866575062274933	PRPF8-ZNF800
K562	AQR_3-RPS3_3-interaction-shap	interaction	AQR-RPS3	AQR	3	RPS3	3	606	-0.3854367136955261	false	0.3854367136955261	AQR-RPS3
K562	YBX3_4-PUM2_6-interaction-shap	interaction	PUM2-YBX3	YBX3	4	PUM2	6	184	-0.38418444991111755	false	0.38418444991111755	PUM2-YBX3
K562	SF3B4_1-HNRNPK_4-interaction-shap	interaction	HNRNPK-SF3B4	SF3B4	1	HNRNPK	4	135	0.38338738679885864	false	0.38338738679885864	HNRNPK-SF3B4
K562	RBFOX2_3-PRPF8_4-interaction-shap	interaction	PRPF8-RBFOX2	RBFOX2	3	PRPF8	4	231	-0.38185951113700867	false	0.38185951113700867	PRPF8-RBFOX2
