Cell Line	Column	Column Type	RBP 1	Position 1	RBP 2	Position 2	# UBPs - Signed-Local-SHAP-Mean-Bound-Only	Value - Signed-Local-SHAP-Mean-Bound-Only	PPI	Abs. SHAP Value
K562	EIF4G2_3-IGF2BP1_3-interaction-shap	interaction	EIF4G2	3	IGF2BP1	3	44	-1.8087801933288574	false	1.8087801933288574
K562	IGF2BP1_4-PUM2_4-interaction-shap	interaction	IGF2BP1	4	PUM2	4	23	-1.759062647819519	false	1.759062647819519
K562	DDX3X_4-PUM2_4-interaction-shap	interaction	DDX3X	4	PUM2	4	4	-1.0655136108398438	false	1.0655136108398438
K562	EIF4G2_3-SND1_3-interaction-shap	interaction	EIF4G2	3	SND1	3	13	-1.0426234006881714	false	1.0426234006881714
K562	DDX3X_4-RBM22_4-interaction-shap	interaction	DDX3X	4	RBM22	4	75	-1.0184897184371948	false	1.0184897184371948
K562	ILF3_6-PCBP1_6-interaction-shap	interaction	ILF3	6	PCBP1	6	26	1.009068489074707	false	1.009068489074707
K562	ELAC2_3-FXR1_3-interaction-shap	interaction	ELAC2	3	FXR1	3	15	-0.9764702916145325	false	0.9764702916145325
K562	HNRNPK_4-LIN28B_4-interaction-shap	interaction	HNRNPK	4	LIN28B	4	5	-0.9591774344444275	false	0.9591774344444275
K562	AQR_4-HNRNPL_4-interaction-shap	interaction	AQR	4	HNRNPL	4	39	0.8753952383995056	false	0.8753952383995056
K562	DDX3X_3-PUM2_3-interaction-shap	interaction	DDX3X	3	PUM2	3	69	-0.8121196031570435	false	0.8121196031570435
K562	BUD13_1-FAM120A_1-interaction-shap	interaction	BUD13	1	FAM120A	1	26	-0.7931249141693115	false	0.7931249141693115
K562	AGGF1_3-BUD13_3-interaction-shap	interaction	AGGF1	3	BUD13	3	51	-0.728065550327301	false	0.728065550327301
K562	DDX3X_5-KHSRP_5-interaction-shap	interaction	DDX3X	5	KHSRP	5	73	0.7124421000480652	false	0.7124421000480652
K562	ELAC2_3-IGF2BP1_3-interaction-shap	interaction	ELAC2	3	IGF2BP1	3	62	-0.6986177563667297	false	0.6986177563667297
K562	GRWD1_4-PTBP1_4-interaction-shap	interaction	GRWD1	4	PTBP1	4	73	-0.6977947354316711	false	0.6977947354316711
K562	DDX3X_6-DDX55_6-interaction-shap	interaction	DDX3X	6	DDX55	6	25	0.6837271451950073	false	0.6837271451950073
K562	GRWD1_4-LIN28B_4-interaction-shap	interaction	GRWD1	4	LIN28B	4	493	-0.6752705574035645	false	0.6752705574035645
K562	GPKOW_4-XRN2_4-interaction-shap	interaction	GPKOW	4	XRN2	4	29	-0.6716223955154419	false	0.6716223955154419
K562	PTBP1_1-TARDBP_1-interaction-shap	interaction	PTBP1	1	TARDBP	1	6	-0.657191812992096	true	0.657191812992096
K562	HNRNPL_6-SND1_6-interaction-shap	interaction	HNRNPL	6	SND1	6	1	-0.6314080357551575	false	0.6314080357551575
K562	EFTUD2_6-PCBP1_6-interaction-shap	interaction	EFTUD2	6	PCBP1	6	120	-0.6064836382865906	false	0.6064836382865906
K562	DDX3X_6-LIN28B_6-interaction-shap	interaction	DDX3X	6	LIN28B	6	5	0.5914899706840515	false	0.5914899706840515
K562	AQR_3-GPKOW_3-interaction-shap	interaction	AQR	3	GPKOW	3	931	-0.5875576138496399	true	0.5875576138496399
K562	BUD13_3-FUS_3-interaction-shap	interaction	BUD13	3	FUS	3	86	-0.5770372152328491	false	0.5770372152328491
K562	NOLC1_3-SF3B4_3-interaction-shap	interaction	NOLC1	3	SF3B4	3	66	-0.5755466222763062	false	0.5755466222763062
K562	U2AF2_3-YWHAG_3-interaction-shap	interaction	U2AF2	3	YWHAG	3	2	-0.5693759918212891	false	0.5693759918212891
K562	DDX3X_3-YBX3_3-interaction-shap	interaction	DDX3X	3	YBX3	3	820	-0.5689382553100586	false	0.5689382553100586
K562	DDX3X_4-LIN28B_4-interaction-shap	interaction	DDX3X	4	LIN28B	4	19	-0.5680503249168396	false	0.5680503249168396
K562	QKI_4-RBFOX2_4-interaction-shap	interaction	QKI	4	RBFOX2	4	1	-0.5661147236824036	true	0.5661147236824036
K562	KHSRP_3-RBFOX2_3-interaction-shap	interaction	KHSRP	3	RBFOX2	3	78	-0.5302432775497437	false	0.5302432775497437
K562	BUD13_3-EWSR1_3-interaction-shap	interaction	BUD13	3	EWSR1	3	241	-0.5300430655479431	false	0.5300430655479431
K562	SF3B4_4-YBX3_4-interaction-shap	interaction	SF3B4	4	YBX3	4	270	-0.5223904252052307	false	0.5223904252052307
K562	EIF4E_4-FXR2_4-interaction-shap	interaction	EIF4E	4	FXR2	4	12	-0.5213348865509033	false	0.5213348865509033
K562	AQR_4-PRPF8_4-interaction-shap	interaction	AQR	4	PRPF8	4	10112	-0.5113404989242554	false	0.5113404989242554
K562	GPKOW_3-PRPF8_3-interaction-shap	interaction	GPKOW	3	PRPF8	3	141	-0.5102466344833374	true	0.5102466344833374
K562	LIN28B_4-MTPAP_4-interaction-shap	interaction	LIN28B	4	MTPAP	4	49	-0.49883267283439636	false	0.49883267283439636
K562	IGF2BP2_4-YBX3_4-interaction-shap	interaction	IGF2BP2	4	YBX3	4	375	-0.4966564178466797	false	0.4966564178466797
K562	HNRNPL_4-SND1_4-interaction-shap	interaction	HNRNPL	4	SND1	4	4	0.4960376024246216	false	0.4960376024246216
K562	QKI_3-RBFOX2_3-interaction-shap	interaction	QKI	3	RBFOX2	3	3	-0.4934987425804138	true	0.4934987425804138
K562	LIN28B_3-YBX3_3-interaction-shap	interaction	LIN28B	3	YBX3	3	733	-0.48891815543174744	false	0.48891815543174744
K562	HNRNPM_4-LIN28B_4-interaction-shap	interaction	HNRNPM	4	LIN28B	4	36	-0.4868966341018677	false	0.4868966341018677
K562	DDX3X_4-PABPC4_4-interaction-shap	interaction	DDX3X	4	PABPC4	4	197	-0.47458407282829285	false	0.47458407282829285
K562	UCHL5_3-ZC3H11A_3-interaction-shap	interaction	UCHL5	3	ZC3H11A	3	32	-0.46551749110221863	false	0.46551749110221863
K562	BUD13_3-SF3B4_3-interaction-shap	interaction	BUD13	3	SF3B4	3	4552	-0.4596882164478302	true	0.4596882164478302
K562	DDX3X_3-METAP2_3-interaction-shap	interaction	DDX3X	3	METAP2	3	177	-0.458567351102829	false	0.458567351102829
K562	AQR_3-PTBP1_3-interaction-shap	interaction	AQR	3	PTBP1	3	155	0.4498344659805298	false	0.4498344659805298
K562	SAFB_3-U2AF2_3-interaction-shap	interaction	SAFB	3	U2AF2	3	20	0.428535133600235	false	0.428535133600235
K562	IGF2BP1_1-SRSF1_1-interaction-shap	interaction	IGF2BP1	1	SRSF1	1	29	-0.42313119769096375	false	0.42313119769096375
K562	KHDRBS1_3-U2AF2_3-interaction-shap	interaction	KHDRBS1	3	U2AF2	3	2	-0.42173802852630615	false	0.42173802852630615
K562	AATF_4-BUD13_4-interaction-shap	interaction	AATF	4	BUD13	4	16	-0.41787922382354736	false	0.41787922382354736
K562	LIN28B_4-UCHL5_4-interaction-shap	interaction	LIN28B	4	UCHL5	4	556	-0.4163527488708496	false	0.4163527488708496
K562	AQR_3-TIA1_3-interaction-shap	interaction	AQR	3	TIA1	3	130	-0.4162759780883789	false	0.4162759780883789
K562	FAM120A_5-UCHL5_5-interaction-shap	interaction	FAM120A	5	UCHL5	5	5	-0.4156091809272766	false	0.4156091809272766
K562	DDX24_3-SF3B4_3-interaction-shap	interaction	DDX24	3	SF3B4	3	2974	-0.4102274179458618	false	0.4102274179458618
K562	U2AF2_1-XRN2_1-interaction-shap	interaction	U2AF2	1	XRN2	1	15	-0.4048798382282257	false	0.4048798382282257
K562	IGF2BP1_3-IGF2BP2_3-interaction-shap	interaction	IGF2BP1	3	IGF2BP2	3	458	-0.40287160873413086	false	0.40287160873413086
K562	DDX3X_1-PUM1_1-interaction-shap	interaction	DDX3X	1	PUM1	1	57	-0.40189287066459656	false	0.40189287066459656
K562	DDX42_3-UCHL5_3-interaction-shap	interaction	DDX42	3	UCHL5	3	17	-0.40133482217788696	false	0.40133482217788696
K562	DDX3X_4-GPKOW_4-interaction-shap	interaction	DDX3X	4	GPKOW	4	16	-0.3920368552207947	false	0.3920368552207947
K562	GRWD1_6-HNRNPL_6-interaction-shap	interaction	GRWD1	6	HNRNPL	6	16	-0.3887554109096527	false	0.3887554109096527
K562	LIN28B_1-NONO_1-interaction-shap	interaction	LIN28B	1	NONO	1	14	-0.387511670589447	false	0.387511670589447
K562	FXR2_4-SRSF9_4-interaction-shap	interaction	FXR2	4	SRSF9	4	14	0.3855798840522766	false	0.3855798840522766
K562	AQR_3-RPS3_3-interaction-shap	interaction	AQR	3	RPS3	3	606	-0.3854367136955261	false	0.3854367136955261
K562	RBM15_3-SAFB2_3-interaction-shap	interaction	RBM15	3	SAFB2	3	10	0.38324862718582153	false	0.38324862718582153
K562	GTF2F1_2-TAF15_2-interaction-shap	interaction	GTF2F1	2	TAF15	2	4	0.38057902455329895	false	0.38057902455329895
K562	GRWD1_3-RBFOX2_3-interaction-shap	interaction	GRWD1	3	RBFOX2	3	44	-0.38015395402908325	false	0.38015395402908325
K562	AQR_3-BUD13_3-interaction-shap	interaction	AQR	3	BUD13	3	3261	-0.3761211335659027	false	0.3761211335659027
K562	IGF2BP1_4-SND1_4-interaction-shap	interaction	IGF2BP1	4	SND1	4	300	-0.37107929587364197	false	0.37107929587364197
K562	AQR_4-IGF2BP1_4-interaction-shap	interaction	AQR	4	IGF2BP1	4	677	-0.37073928117752075	false	0.37073928117752075
K562	NPM1_1-TARDBP_1-interaction-shap	interaction	NPM1	1	TARDBP	1	17	-0.368450790643692	false	0.368450790643692
K562	BUD13_4-UCHL5_4-interaction-shap	interaction	BUD13	4	UCHL5	4	966	-0.3652926981449127	false	0.3652926981449127
K562	SRSF1_2-TRA2A_2-interaction-shap	interaction	SRSF1	2	TRA2A	2	396	0.3635827302932739	false	0.3635827302932739
K562	AQR_4-TIA1_4-interaction-shap	interaction	AQR	4	TIA1	4	1372	-0.3597177565097809	false	0.3597177565097809
K562	AQR_3-SF3B4_3-interaction-shap	interaction	AQR	3	SF3B4	3	4169	-0.3585551381111145	false	0.3585551381111145
K562	DDX3X_3-UCHL5_3-interaction-shap	interaction	DDX3X	3	UCHL5	3	336	-0.358075350522995	false	0.358075350522995
K562	BUD13_3-DDX24_3-interaction-shap	interaction	BUD13	3	DDX24	3	2070	-0.35477596521377563	false	0.35477596521377563
K562	AGGF1_4-HNRNPL_4-interaction-shap	interaction	AGGF1	4	HNRNPL	4	106	0.34796980023384094	false	0.34796980023384094
K562	FXR1_3-TARDBP_3-interaction-shap	interaction	FXR1	3	TARDBP	3	12	-0.3464459180831909	false	0.3464459180831909
K562	GRWD1_3-RPS3_3-interaction-shap	interaction	GRWD1	3	RPS3	3	188	-0.3399946391582489	false	0.3399946391582489
K562	DDX3X_3-EIF4G2_3-interaction-shap	interaction	DDX3X	3	EIF4G2	3	17	-0.3384799063205719	false	0.3384799063205719
K562	DDX24_4-PRPF8_4-interaction-shap	interaction	DDX24	4	PRPF8	4	1560	-0.3340682089328766	false	0.3340682089328766
K562	ELAVL1_6-LIN28B_6-interaction-shap	interaction	ELAVL1	6	LIN28B	6	76	-0.3325797915458679	false	0.3325797915458679
K562	RBM22_4-ZNF622_4-interaction-shap	interaction	RBM22	4	ZNF622	4	477	-0.3313015401363373	false	0.3313015401363373
K562	BUD13_4-DDX24_4-interaction-shap	interaction	BUD13	4	DDX24	4	1271	-0.3301045298576355	false	0.3301045298576355
K562	NONO_4-TAF15_4-interaction-shap	interaction	NONO	4	TAF15	4	19	0.3291293978691101	false	0.3291293978691101
K562	SF3B4_3-YBX3_3-interaction-shap	interaction	SF3B4	3	YBX3	3	1988	-0.32763683795928955	false	0.32763683795928955
K562	RPS3_4-SRSF1_4-interaction-shap	interaction	RPS3	4	SRSF1	4	121	-0.3269788324832916	true	0.3269788324832916
K562	LIN28B_4-PTBP1_4-interaction-shap	interaction	LIN28B	4	PTBP1	4	28	0.32246723771095276	false	0.32246723771095276
K562	DDX43_4-IGF2BP1_4-interaction-shap	interaction	DDX43	4	IGF2BP1	4	155	-0.3176252841949463	false	0.3176252841949463
K562	TIA1_6-UPF1_6-interaction-shap	interaction	TIA1	6	UPF1	6	166	0.3152350187301636	false	0.3152350187301636
K562	LIN28B_3-RPS3_3-interaction-shap	interaction	LIN28B	3	RPS3	3	462	-0.3085085153579712	false	0.3085085153579712
K562	MATR3_3-PTBP1_3-interaction-shap	interaction	MATR3	3	PTBP1	3	55	0.30466628074645996	true	0.30466628074645996
K562	DDX3X_5-EIF4E_5-interaction-shap	interaction	DDX3X	5	EIF4E	5	75	0.29527390003204346	false	0.29527390003204346
K562	SMNDC1_4-UCHL5_4-interaction-shap	interaction	SMNDC1	4	UCHL5	4	68	-0.295101523399353	false	0.295101523399353
K562	BUD13_3-UCHL5_3-interaction-shap	interaction	BUD13	3	UCHL5	3	1409	-0.28842106461524963	false	0.28842106461524963
K562	HNRNPL_4-ZNF622_4-interaction-shap	interaction	HNRNPL	4	ZNF622	4	20	-0.2867685854434967	false	0.2867685854434967
K562	METAP2_2-PRPF8_2-interaction-shap	interaction	METAP2	2	PRPF8	2	455	-0.28299480676651	false	0.28299480676651
K562	RPS3_3-YBX3_3-interaction-shap	interaction	RPS3	3	YBX3	3	590	-0.28297024965286255	false	0.28297024965286255
K562	DDX24_1-LIN28B_1-interaction-shap	interaction	DDX24	1	LIN28B	1	294	-0.2753526568412781	false	0.2753526568412781
K562	SF3B4_3-TIA1_3-interaction-shap	interaction	SF3B4	3	TIA1	3	306	-0.27439576387405396	false	0.27439576387405396
K562	PCBP1_3-PTBP1_3-interaction-shap	interaction	PCBP1	3	PTBP1	3	75	0.2681073844432831	true	0.2681073844432831
K562	AKAP1_6-PCBP1_6-interaction-shap	interaction	AKAP1	6	PCBP1	6	28	0.26625698804855347	false	0.26625698804855347
K562	SF3B4_5-ZC3H11A_5-interaction-shap	interaction	SF3B4	5	ZC3H11A	5	148	-0.26579880714416504	false	0.26579880714416504
K562	DHX30_3-SF3B4_3-interaction-shap	interaction	DHX30	3	SF3B4	3	69	-0.26490333676338196	false	0.26490333676338196
K562	PRPF8_4-UCHL5_4-interaction-shap	interaction	PRPF8	4	UCHL5	4	2170	-0.26146629452705383	false	0.26146629452705383
K562	DDX3X_3-ZRANB2_3-interaction-shap	interaction	DDX3X	3	ZRANB2	3	38	-0.2595129609107971	false	0.2595129609107971
K562	PRPF8_4-YBX3_4-interaction-shap	interaction	PRPF8	4	YBX3	4	2000	-0.2591441869735718	false	0.2591441869735718
K562	PTBP1_3-SMNDC1_3-interaction-shap	interaction	PTBP1	3	SMNDC1	3	397	0.25733691453933716	false	0.25733691453933716
K562	AATF_6-EIF4E_6-interaction-shap	interaction	AATF	6	EIF4E	6	52	0.25491780042648315	false	0.25491780042648315
K562	LIN28B_3-SND1_3-interaction-shap	interaction	LIN28B	3	SND1	3	241	-0.25414183735847473	false	0.25414183735847473
K562	EFTUD2_3-FXR1_3-interaction-shap	interaction	EFTUD2	3	FXR1	3	113	-0.24824832379817963	false	0.24824832379817963
K562	AQR_4-LIN28B_4-interaction-shap	interaction	AQR	4	LIN28B	4	1486	-0.24708348512649536	false	0.24708348512649536
K562	CSTF2T_3-ILF3_3-interaction-shap	interaction	CSTF2T	3	ILF3	3	39	0.2450753152370453	false	0.2450753152370453
K562	BUD13_4-EFTUD2_4-interaction-shap	interaction	BUD13	4	EFTUD2	4	2096	-0.243356391787529	true	0.243356391787529
K562	AQR_3-IGF2BP1_3-interaction-shap	interaction	AQR	3	IGF2BP1	3	100	-0.24329014122486115	false	0.24329014122486115
K562	PRPF8_3-U2AF1_3-interaction-shap	interaction	PRPF8	3	U2AF1	3	93	-0.24315282702445984	false	0.24315282702445984
K562	EFTUD2_4-UCHL5_4-interaction-shap	interaction	EFTUD2	4	UCHL5	4	1090	-0.24237723648548126	false	0.24237723648548126
K562	AQR_5-PUM2_5-interaction-shap	interaction	AQR	5	PUM2	5	69	0.2416001558303833	false	0.2416001558303833
K562	SAFB2_3-TRA2A_3-interaction-shap	interaction	SAFB2	3	TRA2A	3	17	0.24022750556468964	false	0.24022750556468964
K562	FMR1_3-UCHL5_3-interaction-shap	interaction	FMR1	3	UCHL5	3	225	-0.23676304519176483	false	0.23676304519176483
K562	PRPF8_4-ZNF622_4-interaction-shap	interaction	PRPF8	4	ZNF622	4	1967	-0.23385538160800934	false	0.23385538160800934
K562	AQR_5-U2AF2_5-interaction-shap	interaction	AQR	5	U2AF2	5	1005	0.23357975482940674	true	0.23357975482940674
K562	HNRNPK_4-UCHL5_4-interaction-shap	interaction	HNRNPK	4	UCHL5	4	43	-0.22660186886787415	false	0.22660186886787415
K562	IGF2BP1_2-MATR3_2-interaction-shap	interaction	IGF2BP1	2	MATR3	2	17	0.22491571307182312	false	0.22491571307182312
K562	EXOSC10_6-GRWD1_6-interaction-shap	interaction	EXOSC10	6	GRWD1	6	489	0.22370891273021698	false	0.22370891273021698
K562	BUD13_2-TROVE2_2-interaction-shap	interaction	BUD13	2	TROVE2	2	5	0.22215719521045685	false	0.22215719521045685
K562	RPS3_3-SND1_3-interaction-shap	interaction	RPS3	3	SND1	3	545	-0.2186104655265808	false	0.2186104655265808
K562	EIF4E_4-FMR1_4-interaction-shap	interaction	EIF4E	4	FMR1	4	25	-0.2184472233057022	false	0.2184472233057022
K562	MBNL1_6-RBM15_6-interaction-shap	interaction	MBNL1	6	RBM15	6	10	-0.21620389819145203	false	0.21620389819145203
K562	IGF2BP1_6-ZNF800_6-interaction-shap	interaction	IGF2BP1	6	ZNF800	6	159	-0.21535436809062958	false	0.21535436809062958
K562	AKAP1_6-IGF2BP1_6-interaction-shap	interaction	AKAP1	6	IGF2BP1	6	12	-0.21165406703948975	false	0.21165406703948975
K562	EIF3G_1-RBM15_1-interaction-shap	interaction	EIF3G	1	RBM15	1	134	-0.2112402617931366	false	0.2112402617931366
K562	ELAVL1_3-U2AF2_3-interaction-shap	interaction	ELAVL1	3	U2AF2	3	105	0.21062132716178894	false	0.21062132716178894
K562	HNRNPK_3-RPS3_3-interaction-shap	interaction	HNRNPK	3	RPS3	3	50	-0.21035657823085785	false	0.21035657823085785
K562	FAM120A_5-RBM15_5-interaction-shap	interaction	FAM120A	5	RBM15	5	4	-0.20815177261829376	false	0.20815177261829376
K562	SRSF1_3-ZNF622_3-interaction-shap	interaction	SRSF1	3	ZNF622	3	848	-0.20639938116073608	false	0.20639938116073608
K562	PUM2_2-SND1_2-interaction-shap	interaction	PUM2	2	SND1	2	35	-0.20561586320400238	false	0.20561586320400238
K562	FXR1_3-SF3B4_3-interaction-shap	interaction	FXR1	3	SF3B4	3	384	-0.2042810618877411	false	0.2042810618877411
K562	PUM2_4-SND1_4-interaction-shap	interaction	PUM2	4	SND1	4	71	-0.2018618881702423	false	0.2018618881702423
K562	SF3B4_3-ZNF622_3-interaction-shap	interaction	SF3B4	3	ZNF622	3	1506	-0.20050901174545288	false	0.20050901174545288
K562	DDX24_4-SRSF1_4-interaction-shap	interaction	DDX24	4	SRSF1	4	495	-0.2002692073583603	false	0.2002692073583603
K562	IGF2BP1_3-SND1_3-interaction-shap	interaction	IGF2BP1	3	SND1	3	254	-0.19910882413387299	false	0.19910882413387299
K562	HLTF_2-PRPF8_2-interaction-shap	interaction	HLTF	2	PRPF8	2	26	-0.19769036769866943	false	0.19769036769866943
K562	PUM1_4-SRSF1_4-interaction-shap	interaction	PUM1	4	SRSF1	4	426	-0.1970793902873993	false	0.1970793902873993
K562	FXR1_4-UCHL5_4-interaction-shap	interaction	FXR1	4	UCHL5	4	293	-0.19663749635219574	false	0.19663749635219574
K562	CSTF2T_3-SLTM_3-interaction-shap	interaction	CSTF2T	3	SLTM	3	167	0.1962440311908722	false	0.1962440311908722
K562	EFTUD2_4-TIA1_4-interaction-shap	interaction	EFTUD2	4	TIA1	4	999	-0.19576849043369293	false	0.19576849043369293
K562	NONO_4-PRPF8_4-interaction-shap	interaction	NONO	4	PRPF8	4	143	-0.19549357891082764	false	0.19549357891082764
K562	IGF2BP1_2-PRPF8_2-interaction-shap	interaction	IGF2BP1	2	PRPF8	2	523	-0.19536851346492767	false	0.19536851346492767
K562	PTBP1_3-SF3B4_3-interaction-shap	interaction	PTBP1	3	SF3B4	3	365	0.19498078525066376	false	0.19498078525066376
K562	NONO_2-TAF15_2-interaction-shap	interaction	NONO	2	TAF15	2	19	0.1943957507610321	false	0.1943957507610321
K562	BUD13_1-HLTF_1-interaction-shap	interaction	BUD13	1	HLTF	1	20	-0.19400642812252045	false	0.19400642812252045
K562	FUS_1-PRPF8_1-interaction-shap	interaction	FUS	1	PRPF8	1	40	-0.19265054166316986	false	0.19265054166316986
K562	SMNDC1_1-SRSF9_1-interaction-shap	interaction	SMNDC1	1	SRSF9	1	11	0.192600280046463	false	0.192600280046463
K562	BUD13_3-ZC3H11A_3-interaction-shap	interaction	BUD13	3	ZC3H11A	3	30	-0.19133260846138	false	0.19133260846138
K562	EIF4E_1-NOLC1_1-interaction-shap	interaction	EIF4E	1	NOLC1	1	40	-0.19108250737190247	false	0.19108250737190247
K562	FMR1_4-SRSF9_4-interaction-shap	interaction	FMR1	4	SRSF9	4	11	-0.1906520128250122	false	0.1906520128250122
K562	BUD13_3-FXR1_3-interaction-shap	interaction	BUD13	3	FXR1	3	208	-0.19050468504428864	true	0.19050468504428864
K562	FTO_5-SF3B4_5-interaction-shap	interaction	FTO	5	SF3B4	5	47	0.18921558558940887	false	0.18921558558940887
K562	ADAT1_6-TIA1_6-interaction-shap	interaction	ADAT1	6	TIA1	6	63	-0.18910397589206696	false	0.18910397589206696
K562	DDX43_4-IGF2BP2_4-interaction-shap	interaction	DDX43	4	IGF2BP2	4	151	-0.18844066560268402	false	0.18844066560268402
K562	FXR2_3-PTBP1_3-interaction-shap	interaction	FXR2	3	PTBP1	3	4	0.18778562545776367	false	0.18778562545776367
K562	EIF4G2_3-FUS_3-interaction-shap	interaction	EIF4G2	3	FUS	3	64	-0.18717984855175018	false	0.18717984855175018
K562	PRPF8_4-SND1_4-interaction-shap	interaction	PRPF8	4	SND1	4	649	-0.18697026371955872	false	0.18697026371955872
K562	PCBP1_4-RPS3_4-interaction-shap	interaction	PCBP1	4	RPS3	4	94	-0.18664324283599854	false	0.18664324283599854
K562	RPS3_4-TIA1_4-interaction-shap	interaction	RPS3	4	TIA1	4	134	-0.18618223071098328	false	0.18618223071098328
K562	FUS_4-TAF15_4-interaction-shap	interaction	FUS	4	TAF15	4	63	0.18267957866191864	true	0.18267957866191864
K562	DDX3X_3-SF3B4_3-interaction-shap	interaction	DDX3X	3	SF3B4	3	576	-0.18251366913318634	false	0.18251366913318634
K562	BUD13_3-FAM120A_3-interaction-shap	interaction	BUD13	3	FAM120A	3	59	-0.18193474411964417	false	0.18193474411964417
K562	PUM2_2-QKI_2-interaction-shap	interaction	PUM2	2	QKI	2	5	-0.18147127330303192	true	0.18147127330303192
K562	AQR_2-TAF15_2-interaction-shap	interaction	AQR	2	TAF15	2	15	0.18132752180099487	false	0.18132752180099487
K562	SRSF1_3-UCHL5_3-interaction-shap	interaction	SRSF1	3	UCHL5	3	1226	-0.18125545978546143	false	0.18125545978546143
K562	DDX3X_3-LIN28B_3-interaction-shap	interaction	DDX3X	3	LIN28B	3	169	-0.18100230395793915	false	0.18100230395793915
K562	PCBP1_6-RBM15_6-interaction-shap	interaction	PCBP1	6	RBM15	6	103	0.18072320520877838	false	0.18072320520877838
K562	METAP2_3-PUM2_3-interaction-shap	interaction	METAP2	3	PUM2	3	14	-0.1799299567937851	false	0.1799299567937851
K562	FMR1_4-ZC3H8_4-interaction-shap	interaction	FMR1	4	ZC3H8	4	10	-0.17885971069335938	false	0.17885971069335938
K562	EFTUD2_5-U2AF1_5-interaction-shap	interaction	EFTUD2	5	U2AF1	5	221	-0.17871546745300293	false	0.17871546745300293
K562	HNRNPK_6-ILF3_6-interaction-shap	interaction	HNRNPK	6	ILF3	6	47	0.1785246580839157	false	0.1785246580839157
K562	PUM2_5-RBM15_5-interaction-shap	interaction	PUM2	5	RBM15	5	10	-0.1774066686630249	false	0.1774066686630249
K562	ELAVL1_1-FMR1_1-interaction-shap	interaction	ELAVL1	1	FMR1	1	6	-0.17717671394348145	false	0.17717671394348145
K562	LIN28B_3-UCHL5_3-interaction-shap	interaction	LIN28B	3	UCHL5	3	459	-0.17455339431762695	false	0.17455339431762695
K562	EIF3G_1-SRSF9_1-interaction-shap	interaction	EIF3G	1	SRSF9	1	74	0.1736392229795456	false	0.1736392229795456
K562	EFTUD2_5-EWSR1_5-interaction-shap	interaction	EFTUD2	5	EWSR1	5	116	-0.1734849363565445	false	0.1734849363565445
K562	IGF2BP1_3-SRSF1_3-interaction-shap	interaction	IGF2BP1	3	SRSF1	3	13	-0.17318658530712128	false	0.17318658530712128
K562	GPKOW_4-PRPF8_4-interaction-shap	interaction	GPKOW	4	PRPF8	4	790	-0.1728958636522293	true	0.1728958636522293
K562	NOLC1_5-SAFB2_5-interaction-shap	interaction	NOLC1	5	SAFB2	5	3	0.1727050393819809	false	0.1727050393819809
K562	BUD13_3-HNRNPL_3-interaction-shap	interaction	BUD13	3	HNRNPL	3	24	-0.17228762805461884	false	0.17228762805461884
K562	NONO_2-PCBP1_2-interaction-shap	interaction	NONO	2	PCBP1	2	253	0.1721087545156479	false	0.1721087545156479
K562	PUM1_3-PUM2_3-interaction-shap	interaction	PUM1	3	PUM2	3	34	-0.17011712491512299	true	0.17011712491512299
K562	BUD13_3-GPKOW_3-interaction-shap	interaction	BUD13	3	GPKOW	3	1106	-0.16894035041332245	true	0.16894035041332245
K562	DDX43_4-RBM22_4-interaction-shap	interaction	DDX43	4	RBM22	4	350	-0.1685175597667694	false	0.1685175597667694
K562	SF3B4_3-U2AF2_3-interaction-shap	interaction	SF3B4	3	U2AF2	3	2217	-0.16803033649921417	false	0.16803033649921417
K562	FXR2_3-UCHL5_3-interaction-shap	interaction	FXR2	3	UCHL5	3	298	-0.1679764986038208	false	0.1679764986038208
K562	APOBEC3C_1-EIF3G_1-interaction-shap	interaction	APOBEC3C	1	EIF3G	1	35	-0.16764026880264282	false	0.16764026880264282
K562	DDX3X_5-XRN2_5-interaction-shap	interaction	DDX3X	5	XRN2	5	72	0.1675419956445694	false	0.1675419956445694
K562	BUD13_4-PRPF8_4-interaction-shap	interaction	BUD13	4	PRPF8	4	2962	-0.16713282465934753	true	0.16713282465934753
K562	EIF4E_5-SF3B4_5-interaction-shap	interaction	EIF4E	5	SF3B4	5	101	0.16668091714382172	false	0.16668091714382172
K562	DDX3X_5-FTO_5-interaction-shap	interaction	DDX3X	5	FTO	5	111	0.16551345586776733	false	0.16551345586776733
K562	IGF2BP1_4-YBX3_4-interaction-shap	interaction	IGF2BP1	4	YBX3	4	409	-0.1639992594718933	false	0.1639992594718933
K562	DDX43_2-RPS3_2-interaction-shap	interaction	DDX43	2	RPS3	2	379	-0.16381388902664185	false	0.16381388902664185
K562	PCBP1_3-SF3B4_3-interaction-shap	interaction	PCBP1	3	SF3B4	3	199	-0.16333958506584167	false	0.16333958506584167
K562	GRWD1_4-PUM2_4-interaction-shap	interaction	GRWD1	4	PUM2	4	58	-0.16198360919952393	false	0.16198360919952393
K562	HNRNPL_4-YBX3_4-interaction-shap	interaction	HNRNPL	4	YBX3	4	40	0.16102032363414764	false	0.16102032363414764
K562	IGF2BP1_1-ZNF622_1-interaction-shap	interaction	IGF2BP1	1	ZNF622	1	61	-0.16041478514671326	false	0.16041478514671326
K562	ELAVL1_4-GPKOW_4-interaction-shap	interaction	ELAVL1	4	GPKOW	4	31	-0.16009947657585144	false	0.16009947657585144
