Feature,RBP-IS-KD-Target,Position,cell_line,index,dPSI,CTRL_SHAP,KD_SHAP,CTRL - KD Local SHAP,FDR
DDX43_1_binding,DDX43,1,K562,chr2_+_158663271_158663445_158666412_158666563_158669719_158669915_ENCSR084SCN_CTRL-1,0.002,-0.075939104,0.0033722564,-0.07931136,1.0
DDX43_1_binding,DDX43,1,K562,chr11_-_62609696_62609628_62609132_62608961_62608805_62608735_ENCSR174OYC_CTRL-1,-0.006,-0.092730716,0.007873285,-0.100604,1.0
DDX43_1_binding,DDX43,1,K562,chr1_-_235161067_235160892_235155112_235154880_235148447_235148403_ENCSR032YMP_CTRL-1,0.024,-0.11065994,0.0053576934,-0.11601763,1.0
DDX43_1_binding,DDX43,1,K562,chr12_-_55817709_55817665_55803728_55803628_55796076_55796024_ENCSR143COQ_CTRL-1,-0.004,-0.09260054,0.004658234,-0.09725878,1.0
DDX43_1_binding,DDX43,1,K562,chr11_+_64262646_64262808_64263497_64263597_64263690_64263795_ENCSR031RRO_CTRL-1,0.014,-0.07841156,0.0034251455,-0.0818367,1.0
DDX43_1_binding,DDX43,1,K562,chr6_+_24418460_24418578_24422936_24423050_24423583_24425582_ENCSR031RRO_CTRL-1,-0.01,-0.07844679,0.0034399175,-0.08188671,1.0
DDX43_1_binding,DDX43,1,K562,chr9_-_135824034_135823949_135823260_135820838_135819146_135819009_ENCSR031RRO_CTRL-1,0.031,-0.09904294,0.0044037784,-0.103446715,1.0
DDX43_1_binding,DDX43,1,K562,chr6_-_85678032_85677953_85677492_85677423_85677191_85676989_ENCSR032YMP_CTRL-1,0.004,-0.06383391,0.0027350322,-0.06656894,1.0
DDX43_1_binding,DDX43,1,K562,chr11_-_85996929_85996825_85990378_85990249_85983973_85983865_ENCSR031RRO_CTRL-1,0.003,-0.122769736,0.012795019,-0.13556476,1.0
DDX43_1_binding,DDX43,1,K562,chr1_-_1312949_1312786_1312700_1312592_1312368_1312225_ENCSR143COQ_CTRL-1,0.007,-0.08018996,0.0036279105,-0.08381787,1.0
DDX43_1_binding,DDX43,1,K562,chr6_-_43565736_43565659_43562346_43562246_43561007_43560923_ENCSR031RRO_CTRL-1,-0.004,-0.0767737,0.003324325,-0.080098026,1.0
DDX43_1_binding,DDX43,1,K562,chr16_-_66729099_66729039_66728242_66728200_66727805_66727687_ENCSR031RRO_CTRL-1,0.013,-0.083211556,0.0031140936,-0.08632565,1.0
DDX43_1_binding,DDX43,1,K562,chr1_-_229490102_229489954_229486528_229486370_229484145_229484053_ENCSR031RRO_CTRL-1,-0.005,-0.06900519,0.0030267618,-0.07203195,1.0
DDX43_1_binding,DDX43,1,K562,chr13_+_114250548_114250674_114257077_114257230_114259334_114259398_ENCSR031RRO_CTRL-1,0.001,-0.18670517,0.010228133,-0.1969333,1.0
DDX43_1_binding,DDX43,1,K562,chr19_+_5626404_5626489_5641593_5641658_5645336_5645399_ENCSR031RRO_CTRL-1,-0.001,-0.0738209,0.0037952953,-0.07761619,1.0
DDX43_1_binding,DDX43,1,K562,chr1_+_11658266_11658364_11658532_11658628_11658735_11658871_ENCSR031RRO_CTRL-1,0.047,-0.14934956,0.009261648,-0.15861121,1.0
DDX43_1_binding,DDX43,1,K562,chr6_+_43502282_43502349_43502587_43502617_43503400_43503508_ENCSR031RRO_CTRL-1,-0.0,-0.08876084,0.0034691668,-0.09223001,1.0
DDX43_1_binding,DDX43,1,K562,chr3_+_186787126_186787264_186787494_186787584_186789124_186789881_ENCSR031RRO_CTRL-1,-0.002,-0.13461772,0.0057182955,-0.140336,1.0
DDX43_1_binding,DDX43,1,K562,chr21_+_44325152_44325264_44325731_44326060_44326158_44326264_ENCSR092WKG_CTRL-1,0.002,-0.12860027,0.005914307,-0.13451457,1.0
DDX43_1_binding,DDX43,1,K562,chr22_-_20747702_20747582_20744720_20744627_20742764_20742607_ENCSR031RRO_CTRL-1,-0.018,-0.07389592,0.0032494597,-0.077145375,0.8356298360124423
DDX43_1_binding,DDX43,1,K562,chr19_-_10115781_10115683_10115585_10115478_10115129_10115016_ENCSR031RRO_CTRL-1,0.002,-0.082355216,0.0031004262,-0.08545564,1.0
DDX43_1_binding,DDX43,1,K562,chr17_+_50719628_50719831_50723818_50723965_50736959_50737026_ENCSR031RRO_CTRL-1,-0.001,-0.081434235,0.0032889731,-0.084723204,1.0
DDX43_1_binding,DDX43,1,K562,chr15_+_42511832_42511903_42512954_42512996_42515236_42515354_ENCSR031RRO_CTRL-1,-0.001,-0.08876059,0.0039148415,-0.09267543,1.0
DDX43_1_binding,DDX43,1,K562,chr10_-_102110701_102110528_102110043_102109920_102109683_102109599_ENCSR032YMP_CTRL-1,-0.001,-0.049693123,0.0021563433,-0.051849466,1.0
DDX43_1_binding,DDX43,1,K562,chr3_+_50099981_50100051_50100531_50100605_50103082_50103107_ENCSR031RRO_CTRL-1,0.163,-0.14067541,0.0076974034,-0.14837281,0.008217296055703125
DDX43_1_binding,DDX43,1,K562,chr1_-_11080912_11080763_11080514_11080498_11079822_11079710_ENCSR092WKG_CTRL-2,0.068,-0.07318242,0.0032307997,-0.07641322,0.0729222388182348
DDX43_1_binding,DDX43,1,K562,chr4_+_51886567_51886638_51887122_51887244_51891759_51891851_ENCSR031RRO_CTRL-1,0.077,-0.08098437,0.003550692,-0.08453506,1.0
DDX43_1_binding,DDX43,1,K562,chr5_+_57231097_57231321_57235965_57236032_57246299_57246484_ENCSR031RRO_CTRL-1,-0.002,-0.08577193,0.003696952,-0.08946888,1.0
DDX43_1_binding,DDX43,1,K562,chr1_-_21728719_21728569_21724095_21723897_21721764_21721649_ENCSR031RRO_CTRL-1,-0.004,-0.056742705,0.0034051556,-0.06014786,1.0
DDX43_1_binding,DDX43,1,K562,chr2_-_74529282_74529131_74528935_74528750_74528006_74527939_ENCSR031RRO_CTRL-1,0.004,-0.10663812,0.0045784917,-0.11121661,1.0
DDX43_1_binding,DDX43,1,K562,chr2_-_144517419_144517277_144497764_144497707_144430026_144429768_ENCSR031RRO_CTRL-1,0.007,-0.057183594,0.002596566,-0.059780158,1.0
DDX43_1_binding,DDX43,1,K562,chr16_+_670455_670557_670674_670773_670891_670940_ENCSR031RRO_CTRL-1,0.002,-0.14110503,0.008287378,-0.1493924,1.0
DDX43_1_binding,DDX43,1,K562,chr6_+_158580939_158580995_158585303_158585425_158589671_158589782_ENCSR031RRO_CTRL-1,-0.031,-0.13197,0.0066853985,-0.1386554,1.0
DDX43_1_binding,DDX43,1,K562,chr1_+_29053103_29053312_29058588_29058645_29060421_29060484_ENCSR031RRO_CTRL-1,0.012,-0.14797118,0.014498696,-0.16246988,1.0
DDX43_1_binding,DDX43,1,K562,chr19_-_45364057_45363985_45361642_45361523_45357699_45357629_ENCSR031RRO_CTRL-1,0.002,-0.101103105,0.0049376367,-0.10604074,1.0
DDX43_1_binding,DDX43,1,K562,chr7_-_142957973_142957826_142954527_142954464_142954372_142954183_ENCSR031RRO_CTRL-1,0.021,-0.086625725,0.0034630117,-0.09008874,0.6061408904157684
DDX43_1_binding,DDX43,1,K562,chr5_-_179842020_179841906_179840959_179840871_179837885_179837265_ENCSR031RRO_CTRL-1,0.018,-0.100418314,0.0043244585,-0.10474277,1.0
DDX43_1_binding,DDX43,1,K562,chr17_-_36501235_36501068_36500959_36500829_36499160_36499074_ENCSR031RRO_CTRL-1,-0.042,-0.06947609,0.0030871977,-0.07256329,0.7090706094579584
DDX43_1_binding,DDX43,1,K562,chr17_+_47974399_47974448_47975513_47975653_47975868_47976013_ENCSR092WKG_CTRL-1,0.017,-0.22348282,0.012472441,-0.23595525,0.10624820051307446
DDX43_1_binding,DDX43,1,K562,chr2_-_43948199_43948121_43947775_43947730_43947370_43947256_ENCSR031RRO_CTRL-1,-0.005,-0.12984127,0.0064382153,-0.13627948,1.0
DDX43_1_binding,DDX43,1,K562,chr4_-_82356683_82356536_82355401_82355303_82354154_82352497_ENCSR031RRO_CTRL-1,0.002,-0.19351809,0.010179741,-0.20369783,1.0
DDX43_1_binding,DDX43,1,K562,chr11_+_63945839_63947003_63952237_63952333_63952406_63952565_ENCSR031RRO_CTRL-1,0.002,-0.07992852,0.00346298,-0.083391495,1.0
DDX43_1_binding,DDX43,1,K562,chr19_+_1418665_1418731_1421147_1421258_1428841_1428995_ENCSR031RRO_CTRL-1,0.003,-0.047395516,0.0024282602,-0.049823776,1.0
DDX43_1_binding,DDX43,1,K562,chr6_+_44424418_44424583_44426102_44426183_44426481_44426724_ENCSR031RRO_CTRL-1,0.004,-0.0733671,0.0033174548,-0.07668455,1.0
DDX43_1_binding,DDX43,1,K562,chr21_-_39280213_39280147_39278813_39278742_39274472_39274373_ENCSR620PUP_CTRL-2,0.026,-0.0869851,0.0038979626,-0.09088306,1.0
DDX43_1_binding,DDX43,1,K562,chr19_+_2194514_2194577_2199883_2199939_2208934_2208976_ENCSR031RRO_CTRL-1,-0.022,-0.07043813,0.0027140477,-0.07315218,1.0
DDX43_1_binding,DDX43,1,K562,chr12_-_121328458_121328315_121327231_121327095_121320459_121320384_ENCSR084SCN_CTRL-1,-0.008,-0.10329223,0.0050884024,-0.10838063,1.0
DDX43_1_binding,DDX43,1,K562,chr16_+_89532462_89532636_89544647_89544772_89546657_89546760_ENCSR031RRO_CTRL-1,0.004,-0.08402847,0.004666002,-0.08869447,1.0
DDX43_1_binding,DDX43,1,K562,chr17_-_50999717_50999660_50999487_50999475_50998617_50998443_ENCSR031RRO_CTRL-1,0.005,-0.07360311,0.003165175,-0.07676829,1.0
DDX43_1_binding,DDX43,1,K562,chr17_-_63773570_63773411_63772863_63772776_63766194_63765911_ENCSR031RRO_CTRL-1,-0.021,-0.07839989,0.0033366014,-0.08173649,0.5735137019581668
DDX43_1_binding,DDX43,1,K562,chr15_+_66435026_66435237_66443279_66443357_66444655_66444707_ENCSR031RRO_CTRL-1,0.008,-0.077921286,0.0034315842,-0.08135287,1.0
DDX43_1_binding,DDX43,1,K562,chr3_+_9816073_9816202_9817644_9820741_9826996_9827240_ENCSR031RRO_CTRL-1,-0.034,-0.09898941,0.003562936,-0.10255235,1.0
DDX43_1_binding,DDX43,1,K562,chr4_-_1834982_1834844_1832947_1832743_1825683_1825563_ENCSR031RRO_CTRL-1,-0.005,-0.08444692,0.0037935716,-0.0882405,1.0
DDX43_1_binding,DDX43,1,K562,chr5_-_31511176_31511034_31508775_31508620_31504635_31504554_ENCSR031RRO_CTRL-1,0.002,-0.09427782,0.0039189113,-0.09819673,1.0
DDX43_1_binding,DDX43,1,K562,chr18_-_47896809_47896520_47870564_47870474_47869436_47869242_ENCSR031RRO_CTRL-1,-0.003,-0.17125739,0.009873911,-0.1811313,1.0
DDX43_1_binding,DDX43,1,K562,chr11_-_57426159_57425988_57425670_57425540_57424028_57423981_ENCSR031RRO_CTRL-1,-0.0,-0.06668408,0.0029243652,-0.06960845,1.0
DDX43_1_binding,DDX43,1,K562,chr3_+_9813247_9813345_9820545_9820741_9825799_9825901_ENCSR031RRO_CTRL-1,0.014,-0.0983057,0.006576127,-0.10488183,1.0
DDX43_1_binding,DDX43,1,K562,chr7_+_105108941_105109228_105110279_105110368_105110476_105110556_ENCSR031RRO_CTRL-1,0.002,-0.10464318,0.004837935,-0.10948112,1.0
DDX43_1_binding,DDX43,1,K562,chr9_+_131150615_131150765_131151735_131151894_131159382_131159486_ENCSR031RRO_CTRL-1,0.001,-0.09876923,0.005635918,-0.10440515,1.0
DDX43_1_binding,DDX43,1,K562,chr6_+_31759785_31759975_31760089_31760216_31761184_31761262_ENCSR031RRO_CTRL-1,0.002,-0.14001015,0.007708165,-0.14771831,1.0
DDX43_1_binding,DDX43,1,K562,chr3_-_38011445_38011213_38010562_38010360_38010275_38009903_ENCSR031RRO_CTRL-1,0.002,-0.05171578,0.0021336891,-0.05384947,1.0
DDX43_1_binding,DDX43,1,K562,chr12_-_56322482_56322422_56322168_56322077_56320021_56319863_ENCSR031RRO_CTRL-1,0.002,-0.09199126,0.004788344,-0.09677961,1.0
DDX43_1_binding,DDX43,1,K562,chr2_+_74490024_74490473_74490655_74490739_74491127_74491184_ENCSR031RRO_CTRL-1,0.022,-0.081559494,0.0034953922,-0.08505489,0.8984758626410378
DDX43_1_binding,DDX43,1,K562,chr17_-_28611656_28611543_28611253_28611142_28610699_28609997_ENCSR032YMP_CTRL-1,0.076,-0.079366244,0.003466313,-0.08283256,0.08788374632025127
DDX43_1_binding,DDX43,1,K562,chr4_-_82900223_82900076_82899737_82899712_82898062_82897792_ENCSR031RRO_CTRL-1,-0.059,-0.15100795,0.008535933,-0.15954389,0.01769180498742298
DDX43_1_binding,DDX43,1,K562,chr16_+_2171571_2171605_2172464_2172599_2173181_2173399_ENCSR031RRO_CTRL-1,0.002,-0.021662835,0.0010553608,-0.022718195,1.0
DDX43_1_binding,DDX43,1,K562,chr1_+_32326938_32327077_32327405_32327458_32327535_32327674_ENCSR031RRO_CTRL-1,0.003,-0.117750406,0.0038935554,-0.12164396,1.0
DDX43_1_binding,DDX43,1,K562,chr10_+_42796473_42797231_42797421_42797523_42798467_42798625_ENCSR344XID_CTRL-1,0.002,-0.06436983,0.003239361,-0.06760919,1.0
DDX43_1_binding,DDX43,1,K562,chr19_+_49489849_49489922_49490474_49490576_49490778_49490851_ENCSR031RRO_CTRL-1,-0.0,-0.18227261,0.008821575,-0.19109419,1.0
DDX43_1_binding,DDX43,1,K562,chr1_-_153664474_153664395_153663276_153663214_153663133_153663018_ENCSR031RRO_CTRL-1,0.002,-0.13063869,0.006707984,-0.13734667,1.0
DDX43_1_binding,DDX43,1,K562,chr22_+_16614076_16614178_16620051_16620160_16637039_16637090_ENCSR031RRO_CTRL-1,-0.0,-0.103790805,0.004341059,-0.10813186,1.0
DDX43_1_binding,DDX43,1,K562,chr1_-_53289689_53289566_53275753_53275630_53271346_53271226_ENCSR031RRO_CTRL-1,0.04,-0.10343401,0.0048180595,-0.10825207,1.0
DDX43_1_binding,DDX43,1,K562,chr2_+_27035134_27035285_27035593_27035728_27035969_27036052_ENCSR031RRO_CTRL-1,-0.01,-0.10154221,0.005109016,-0.10665123,1.0
DDX43_1_binding,DDX43,1,K562,chr7_+_102399547_102399648_102407433_102407498_102425013_102425446_ENCSR031RRO_CTRL-1,-0.023,-0.09828687,0.00532874,-0.103615604,0.6541945671098847
DDX43_1_binding,DDX43,1,K562,chr17_+_79077662_79077864_79079488_79079637_79080206_79080364_ENCSR031RRO_CTRL-1,-0.034,-0.07873605,0.0034753575,-0.08221141,1.0
DDX43_1_binding,DDX43,1,K562,chr10_-_50344246_50343491_50340464_50340386_50327322_50327277_ENCSR031RRO_CTRL-1,0.003,-0.08612911,0.003735413,-0.08986452,1.0
DDX43_1_binding,DDX43,1,K562,chr9_-_35685339_35685268_35685139_35685063_35684550_35684487_ENCSR031RRO_CTRL-2,-0.032,-0.082030855,0.0035279035,-0.08555876,1.0
DDX43_1_binding,DDX43,1,K562,chr3_+_100279648_100279760_100281717_100281847_100283606_100283811_ENCSR129RWD_CTRL-1,0.01,-0.07909026,0.0035004143,-0.08259068,1.0
